side,error_type,move_number,san,move_san,count
Black,blunder,15,Qe6,15. Qe6,3
Black,blunder,15,Rb8,15. Rb8,3
Black,blunder,15,Rc8,15. Rc8,3
Black,blunder,15,d4,15. d4,3
Black,blunder,15,e5,15. e5,3
Black,blunder,15,h5,15. h5,3
Black,blunder,16,Bxh3,16. Bxh3,3
Black,blunder,16,Nd5,16. Nd5,3
Black,blunder,16,Ne4,16. Ne4,3
Black,blunder,16,Ng3,16. Ng3,3
Black,blunder,16,Nxe4,16. Nxe4,3
Black,blunder,16,Qe7,16. Qe7,3
Black,blunder,16,Qf6,16. Qf6,3
Black,blunder,16,Qh4,16. Qh4,3
Black,blunder,16,Qxe5,16. Qxe5,3
Black,blunder,16,Rac8,16. Rac8,3
Black,blunder,16,d5,16. d5,3
Black,blunder,16,f6,16. f6,3
Black,blunder,16,g5,16. g5,3
Black,blunder,16,h6,16. h6,3
Black,blunder,17,Ba6,17. Ba6,3
Black,blunder,17,Bc5,17. Bc5,3
Black,blunder,17,Bd7,17. Bd7,3
Black,blunder,17,Kd7,17. Kd7,3
Black,blunder,17,Kg8,17. Kg8,3
Black,blunder,17,Nb4,17. Nb4,3
Black,blunder,17,Nf6,17. Nf6,3
Black,blunder,17,Nxe4,17. Nxe4,3
Black,blunder,17,O-O,17. O-O,3
Black,blunder,17,Qd8,17. Qd8,3
Black,blunder,17,Re8,17. Re8,3
Black,blunder,17,e5,17. e5,3
Black,blunder,17,f6,17. f6,3
Black,blunder,18,Ba6,18. Ba6,3
Black,blunder,18,Bf4,18. Bf4,3
Black,blunder,18,Bf5,18. Bf5,3
Black,blunder,18,Bxc3,18. Bxc3,3
Black,blunder,18,Kh8,18. Kh8,3
Black,blunder,18,Na5,18. Na5,3
Black,blunder,18,Nb4,18. Nb4,3
Black,blunder,18,Nd4,18. Nd4,3
Black,blunder,18,Nd5,18. Nd5,3
Black,blunder,18,Ne4,18. Ne4,3
Black,blunder,18,Ne7,18. Ne7,3
Black,blunder,18,Qxf6,18. Qxf6,3
Black,blunder,18,Rac8,18. Rac8,3
Black,blunder,18,Rb8,18. Rb8,3
Black,blunder,18,f6,18. f6,3
Black,blunder,19,Bd4,19. Bd4,3
Black,blunder,19,Be4,19. Be4,3
Black,blunder,19,Be5,19. Be5,3
Black,blunder,19,Be6,19. Be6,3
Black,blunder,19,Bg4,19. Bg4,3
Black,blunder,19,Bxe2,19. Bxe2,3
Black,blunder,19,Bxg3,19. Bxg3,3
Black,blunder,19,Kg7,19. Kg7,3
Black,blunder,19,Kh8,19. Kh8,3
Black,blunder,19,Nd4,19. Nd4,3
Black,blunder,19,Ng4,19. Ng4,3
Black,blunder,19,Ng5,19. Ng5,3
Black,blunder,19,Qc5,19. Qc5,3
Black,blunder,19,Qf4,19. Qf4,3
Black,blunder,19,Qf6,19. Qf6,3
Black,blunder,19,Re8,19. Re8,3
Black,blunder,19,Rfe8,19. Rfe8,3
Black,blunder,19,Rg8,19. Rg8,3
Black,blunder,19,g6,19. g6,3
Black,blunder,20,Bc5,20. Bc5,3
Black,blunder,20,Bd7,20. Bd7,3
Black,blunder,20,Bxf3,20. Bxf3,3
Black,blunder,20,Bxf4,20. Bxf4,3
Black,blunder,20,Kf7,20. Kf7,3
Black,blunder,20,Kh8,20. Kh8,3
Black,blunder,20,Ne7,20. Ne7,3
Black,blunder,20,Nf6,20. Nf6,3
Black,blunder,20,Ng4,20. Ng4,3
Black,blunder,20,Qb6,20. Qb6,3
Black,blunder,20,Qc7,20. Qc7,3
Black,blunder,20,Rd8,20. Rd8,3
Black,blunder,20,Re2,20. Re2,3
Black,blunder,20,Rfd8,20. Rfd8,3
Black,blunder,20,Rxb2,20. Rxb2,3
Black,blunder,20,f6,20. f6,3
Black,blunder,20,g6,20. g6,3
Black,blunder,20,h6,20. h6,3
Black,blunder,21,Bg4,21. Bg4,3
Black,blunder,21,Bh4,21. Bh4,3
Black,blunder,21,Kf8,21. Kf8,3
Black,blunder,21,Nf6,21. Nf6,3
Black,blunder,21,Qa4,21. Qa4,3
Black,blunder,21,Qa5,21. Qa5,3
Black,blunder,21,Qd6,21. Qd6,3
Black,blunder,21,Qd7,21. Qd7,3
Black,blunder,21,Qe6,21. Qe6,3
Black,blunder,21,Qg5,21. Qg5,3
Black,blunder,21,Qh5,21. Qh5,3
Black,blunder,21,Rd8,21. Rd8,3
Black,blunder,21,Rg8,21. Rg8,3
Black,blunder,21,a5,21. a5,3
Black,blunder,21,c5,21. c5,3
Black,blunder,21,f6,21. f6,3
Black,blunder,22,Bc6,22. Bc6,3
Black,blunder,22,Be6,22. Be6,3
Black,blunder,22,Bg4,22. Bg4,3
Black,blunder,22,Kf7,22. Kf7,3
Black,blunder,22,Nc3,22. Nc3,3
Black,blunder,22,Nf5,22. Nf5,3
Black,blunder,22,Qb6,22. Qb6,3
Black,blunder,22,Qc7,22. Qc7,3
Black,blunder,22,Qxb2,22. Qxb2,3
Black,blunder,22,Rab8,22. Rab8,3
Black,blunder,22,Rae8,22. Rae8,3
Black,blunder,22,Rd8,22. Rd8,3
Black,blunder,22,Re5,22. Re5,3
Black,blunder,22,Re8,22. Re8,3
Black,blunder,22,b6,22. b6,3
Black,blunder,22,e4,22. e4,3
Black,blunder,22,e5,22. e5,3
Black,blunder,22,f6,22. f6,3
Black,blunder,22,g6,22. g6,3
Black,blunder,23,Bf5,23. Bf5,3
Black,blunder,23,Nd4,23. Nd4,3
Black,blunder,23,Nxd5,23. Nxd5,3
Black,blunder,23,Qc7,23. Qc7,3
Black,blunder,23,Qd2,23. Qd2,3
Black,blunder,23,Qd3,23. Qd3,3
Black,blunder,23,Qd5,23. Qd5,3
Black,blunder,23,Qf4,23. Qf4,3
Black,blunder,23,Rab8,23. Rab8,3
Black,blunder,23,Rae8,23. Rae8,3
Black,blunder,23,Rb8,23. Rb8,3
Black,blunder,23,Re2,23. Re2,3
Black,blunder,23,Rf8,23. Rf8,3
Black,blunder,23,a5,23. a5,3
Black,blunder,23,b6,23. b6,3
Black,blunder,23,d4,23. d4,3
Black,blunder,23,f5,23. f5,3
Black,blunder,24,Bd5,24. Bd5,3
Black,blunder,24,Be6,24. Be6,3
Black,blunder,24,Kg8,24. Kg8,3
Black,blunder,24,Kh8,24. Kh8,3
Black,blunder,24,Nc4,24. Nc4,3
Black,blunder,24,Qb6,24. Qb6,3
Black,blunder,24,Qg6,24. Qg6,3
Black,blunder,24,Qh4,24. Qh4,3
Black,blunder,24,Rc8,24. Rc8,3
Black,blunder,24,Rxe3,24. Rxe3,3
Black,blunder,24,g5,24. g5,3
Black,blunder,25,Bb5,25. Bb5,3
Black,blunder,25,Qf2,25. Qf2,3
Black,blunder,25,Qg6,25. Qg6,3
Black,blunder,25,Qxc3,25. Qxc3,3
Black,blunder,25,Rc2,25. Rc2,3
Black,blunder,25,Rc8,25. Rc8,3
Black,blunder,25,Re2,25. Re2,3
Black,blunder,25,Rf7,25. Rf7,3
Black,blunder,25,a5,25. a5,3
Black,blunder,25,e5,25. e5,3
Black,blunder,25,f5,25. f5,3
Black,blunder,25,f6,25. f6,3
Black,blunder,26,Bd3,26. Bd3,3
Black,blunder,26,Kf8,26. Kf8,3
Black,blunder,26,Ne4,26. Ne4,3
Black,blunder,26,Nf5,26. Nf5,3
Black,blunder,26,Nf6,26. Nf6,3
Black,blunder,26,Ng4,26. Ng4,3
Black,blunder,26,Qf4,26. Qf4,3
Black,blunder,26,Qxf3,26. Qxf3,3
Black,blunder,26,Rad8,26. Rad8,3
Black,blunder,26,Rb8,26. Rb8,3
Black,blunder,26,Rd8,26. Rd8,3
Black,blunder,26,Rf8,26. Rf8,3
Black,blunder,26,g5,26. g5,3
Black,blunder,27,Bxe5,27. Bxe5,3
Black,blunder,27,Kf8,27. Kf8,3
Black,blunder,27,Ra2,27. Ra2,3
Black,blunder,27,Rad8,27. Rad8,3
Black,blunder,27,Rc8,27. Rc8,3
Black,blunder,27,Rd1+,27. Rd1+,3
Black,blunder,27,Rd2,27. Rd2,3
Black,blunder,27,Rd8,27. Rd8,3
Black,blunder,27,Re1+,27. Re1+,3
Black,blunder,27,Re2,27. Re2,3
Black,blunder,27,Re6,27. Re6,3
Black,blunder,27,Re8,27. Re8,3
Black,blunder,27,Rxc4,27. Rxc4,3
Black,blunder,27,d3,27. d3,3
Black,blunder,27,d4,27. d4,3
Black,blunder,27,g6,27. g6,3
Black,blunder,28,Kg6,28. Kg6,3
Black,blunder,28,Qb4,28. Qb4,3
Black,blunder,28,Qd4+,28. Qd4+,3
Black,blunder,28,Qd6,28. Qd6,3
Black,blunder,28,Rae8,28. Rae8,3
Black,blunder,28,Rf8,28. Rf8,3
Black,blunder,28,f5,28. f5,3
Black,blunder,29,Bf5,29. Bf5,3
Black,blunder,29,Kf8,29. Kf8,3
Black,blunder,29,Kh8,29. Kh8,3
Black,blunder,29,Nh4,29. Nh4,3
Black,blunder,29,Qc5,29. Qc5,3
Black,blunder,29,Qc6,29. Qc6,3
Black,blunder,29,Rd8,29. Rd8,3
Black,blunder,29,Re1,29. Re1,3
Black,blunder,29,Re7,29. Re7,3
Black,blunder,29,Re8,29. Re8,3
Black,blunder,29,f4,29. f4,3
Black,blunder,29,fxe5,29. fxe5,3
Black,blunder,29,h6,29. h6,3
Black,blunder,30,Kf8,30. Kf8,3
Black,blunder,30,Kh7,30. Kh7,3
Black,blunder,30,Kh8,30. Kh8,3
Black,blunder,30,Qd2,30. Qd2,3
Black,blunder,30,Qe3,30. Qe3,3
Black,blunder,30,Rd8,30. Rd8,3
Black,blunder,30,Rh2+,30. Rh2+,3
Black,blunder,31,Qf3,31. Qf3,3
Black,blunder,31,g6,31. g6,3
Black,blunder,31,h6,31. h6,3
Black,blunder,32,Qd2,32. Qd2,3
Black,blunder,32,Rd3,32. Rd3,3
Black,blunder,32,Re2,32. Re2,3
Black,blunder,32,Rf2+,32. Rf2+,3
Black,blunder,32,a5,32. a5,3
Black,blunder,32,g6,32. g6,3
Black,blunder,33,Qf3+,33. Qf3+,3
Black,blunder,33,Rd8,33. Rd8,3
Black,blunder,33,Rf8,33. Rf8,3
Black,blunder,34,Kg7,34. Kg7,3
Black,blunder,34,Kh6,34. Kh6,3
Black,blunder,34,Kh7,34. Kh7,3
Black,blunder,35,Bg4,35. Bg4,3
Black,blunder,35,Kg8,35. Kg8,3
Black,blunder,35,Kh7,35. Kh7,3
Black,blunder,35,Qe3+,35. Qe3+,3
Black,blunder,35,h5,35. h5,3
Black,blunder,36,Rh8,36. Rh8,3
Black,blunder,37,Kh7,37. Kh7,3
Black,blunder,37,Qg5,37. Qg5,3
Black,blunder,37,Rb2,37. Rb2,3
Black,blunder,38,Ke6,38. Ke6,3
Black,blunder,38,Kf8,38. Kf8,3
Black,blunder,38,Kh6,38. Kh6,3
Black,blunder,38,a4,38. a4,3
Black,blunder,39,Kh6,39. Kh6,3
Black,blunder,40,Kh6,40. Kh6,3
Black,blunder,40,Kh7,40. Kh7,3
Black,blunder,40,Nd5,40. Nd5,3
Black,blunder,40,Re8,40. Re8,3
Black,blunder,40,b5,40. b5,3
Black,blunder,40,g5,40. g5,3
Black,blunder,42,Rc2,42. Rc2,3
Black,blunder,47,Kh7,47. Kh7,3
Black,blunder,54,Kf3,54. Kf3,3
White,blunder,4,Bf4,4. Bf4,3
White,blunder,4,Nf3,4. Nf3,3
White,blunder,4,Ng5,4. Ng5,3
White,blunder,5,Nxd4,5. Nxd4,3
White,blunder,5,Nxf7,5. Nxf7,3
White,blunder,5,g3,5. g3,3
White,blunder,6,Nd4,6. Nd4,3
White,blunder,6,Nxd5,6. Nxd5,3
White,blunder,6,O-O,6. O-O,3
White,blunder,6,e4,6. e4,3
White,blunder,7,Bg2,7. Bg2,3
White,blunder,7,Nh4,7. Nh4,3
White,blunder,7,Nxe5,7. Nxe5,3
White,blunder,7,O-O,7. O-O,3
White,blunder,7,c4,7. c4,3
White,blunder,7,d5,7. d5,3
White,blunder,7,e4,7. e4,3
White,blunder,8,d4,8. d4,3
White,blunder,9,Bf4,9. Bf4,3
White,blunder,9,Nxc6,9. Nxc6,3
White,blunder,10,Bd3,10. Bd3,3
White,blunder,10,Bf4,10. Bf4,3
White,blunder,10,Bxf6,10. Bxf6,3
White,blunder,10,Nc3,10. Nc3,3
White,blunder,10,Nxd5,10. Nxd5,3
White,blunder,10,Qa4,10. Qa4,3
White,blunder,10,Qc2,10. Qc2,3
White,blunder,10,d5,10. d5,3
White,blunder,10,g3,10. g3,3
White,blunder,11,Nb5,11. Nb5,3
White,blunder,11,Qxc4,11. Qxc4,3
White,blunder,11,Rc1,11. Rc1,3
White,blunder,11,d4,11. d4,3
White,blunder,11,f3,11. f3,3
White,blunder,12,Bd2,12. Bd2,3
White,blunder,12,Nc3,12. Nc3,3
White,blunder,12,Ne4,12. Ne4,3
White,blunder,12,Qa4+,12. Qa4+,3
White,blunder,13,Bf4,13. Bf4,3
White,blunder,13,Nb5,13. Nb5,3
White,blunder,13,Nc5,13. Nc5,3
White,blunder,13,Nc6,13. Nc6,3
White,blunder,13,Ne5,13. Ne5,3
White,blunder,13,O-O,13. O-O,3
White,blunder,13,Rc1,13. Rc1,3
White,blunder,13,e4,13. e4,3
White,blunder,14,Bh6,14. Bh6,3
White,blunder,14,Na3,14. Na3,3
White,blunder,14,Nc3,14. Nc3,3
White,blunder,14,Nh4,14. Nh4,3
White,blunder,14,O-O,14. O-O,3
White,blunder,14,Rc1,14. Rc1,3
White,blunder,14,Re1,14. Re1,3
White,blunder,14,b4,14. b4,3
White,blunder,15,Bc4,15. Bc4,3
White,blunder,15,Be3,15. Be3,3
White,blunder,15,Bxc6,15. Bxc6,3
White,blunder,15,Bxf6,15. Bxf6,3
White,blunder,15,Nd5,15. Nd5,3
White,blunder,15,Nf3,15. Nf3,3
White,blunder,15,Nxf7,15. Nxf7,3
White,blunder,15,Qa4,15. Qa4,3
White,blunder,15,Qc1,15. Qc1,3
White,blunder,15,Qf3,15. Qf3,3
White,blunder,15,e3,15. e3,3
White,blunder,16,Bxe4,16. Bxe4,3
White,blunder,16,Nxc6,16. Nxc6,3
White,blunder,16,Qb3,16. Qb3,3
White,blunder,16,Rc1,16. Rc1,3
White,blunder,16,Rd1,16. Rd1,3
White,blunder,16,a3,16. a3,3
White,blunder,16,a4,16. a4,3
White,blunder,16,b4,16. b4,3
White,blunder,16,d5,16. d5,3
White,blunder,16,e3,16. e3,3
White,blunder,17,Be3,17. Be3,3
White,blunder,17,Bxf6,17. Bxf6,3
White,blunder,17,Nb5,17. Nb5,3
White,blunder,17,Nc3,17. Nc3,3
White,blunder,17,Nc5,17. Nc5,3
White,blunder,17,Nd2,17. Nd2,3
White,blunder,17,Nxc7,17. Nxc7,3
White,blunder,17,Qd2,17. Qd2,3
White,blunder,17,Rac1,17. Rac1,3
White,blunder,17,Rd1,17. Rd1,3
White,blunder,17,a3,17. a3,3
White,blunder,17,cxd5,17. cxd5,3
White,blunder,18,Kh1,18. Kh1,3
White,blunder,18,Nb5,18. Nb5,3
White,blunder,18,Nc6,18. Nc6,3
White,blunder,18,Nd4,18. Nd4,3
White,blunder,18,Nf3,18. Nf3,3
White,blunder,18,Nh4,18. Nh4,3
White,blunder,18,Nxc7,18. Nxc7,3
White,blunder,18,O-O,18. O-O,3
White,blunder,18,Qd3,18. Qd3,3
White,blunder,18,Qxc7,18. Qxc7,3
White,blunder,18,Rac1,18. Rac1,3
White,blunder,18,dxc5,18. dxc5,3
White,blunder,18,dxe6,18. dxe6,3
White,blunder,18,f3,18. f3,3
White,blunder,19,Bb4,19. Bb4,3
White,blunder,19,Bd2,19. Bd2,3
White,blunder,19,Be4,19. Be4,3
White,blunder,19,Bg5,19. Bg5,3
White,blunder,19,Nb1,19. Nb1,3
White,blunder,19,Nd4,19. Nd4,3
White,blunder,19,Ne5,19. Ne5,3
White,blunder,19,Ne7+,19. Ne7+,3
White,blunder,19,Nf3,19. Nf3,3
White,blunder,19,Ng5,19. Ng5,3
White,blunder,19,Nxd5,19. Nxd5,3
White,blunder,19,Qb3,19. Qb3,3
White,blunder,19,Qe2,19. Qe2,3
White,blunder,19,Qg4,19. Qg4,3
White,blunder,19,Qxc6,19. Qxc6,3
White,blunder,19,Rad1,19. Rad1,3
White,blunder,19,Rb3,19. Rb3,3
White,blunder,19,Rc7,19. Rc7,3
White,blunder,19,a3,19. a3,3
White,blunder,19,e4,19. e4,3
White,blunder,19,g4,19. g4,3
White,blunder,20,Bg5,20. Bg5,3
White,blunder,20,Nb6,20. Nb6,3
White,blunder,20,Nd3,20. Nd3,3
White,blunder,20,Nd4,20. Nd4,3
White,blunder,20,Nxc7,20. Nxc7,3
White,blunder,20,Qb3,20. Qb3,3
White,blunder,20,Qd3,20. Qd3,3
White,blunder,20,Qf3,20. Qf3,3
White,blunder,20,Rb1,20. Rb1,3
White,blunder,20,Rd1,20. Rd1,3
White,blunder,20,Rfc1,20. Rfc1,3
White,blunder,20,c4,20. c4,3
White,blunder,20,d5,20. d5,3
White,blunder,21,Bxb7,21. Bxb7,3
White,blunder,21,Bxd5,21. Bxd5,3
White,blunder,21,Kh1,21. Kh1,3
White,blunder,21,Kh2,21. Kh2,3
White,blunder,21,Ne4,21. Ne4,3
White,blunder,21,Qb4,21. Qb4,3
White,blunder,21,Qd1,21. Qd1,3
White,blunder,21,Qd3,21. Qd3,3
White,blunder,21,Qg4,21. Qg4,3
White,blunder,21,Qxb7,21. Qxb7,3
White,blunder,21,Rd2,21. Rd2,3
White,blunder,21,Re1,21. Re1,3
White,blunder,21,a3,21. a3,3
White,blunder,21,d5,21. d5,3
White,blunder,21,e5,21. e5,3
White,blunder,21,h3,21. h3,3
White,blunder,22,Be4,22. Be4,3
White,blunder,22,Bxb7,22. Bxb7,3
White,blunder,22,Bxc6,22. Bxc6,3
White,blunder,22,Nb3,22. Nb3,3
White,blunder,22,Ng6,22. Ng6,3
White,blunder,22,Qe5,22. Qe5,3
White,blunder,22,Qxa7,22. Qxa7,3
White,blunder,22,Qxf6,22. Qxf6,3
White,blunder,22,Rac1,22. Rac1,3
White,blunder,22,Rc1,22. Rc1,3
White,blunder,22,Rc3,22. Rc3,3
White,blunder,22,b4,22. b4,3
White,blunder,23,Bd4,23. Bd4,3
White,blunder,23,Ke2,23. Ke2,3
White,blunder,23,Kg1,23. Kg1,3
White,blunder,23,Ne5,23. Ne5,3
White,blunder,23,Qa4,23. Qa4,3
White,blunder,23,Qc2,23. Qc2,3
White,blunder,23,Qf3,23. Qf3,3
White,blunder,23,Qg4,23. Qg4,3
White,blunder,23,Qh7+,23. Qh7+,3
White,blunder,23,Rc1,23. Rc1,3
White,blunder,23,Rc7,23. Rc7,3
White,blunder,23,Rd1,23. Rd1,3
White,blunder,23,g4,23. g4,3
White,blunder,24,Ke1,24. Ke1,3
White,blunder,24,Ne4,24. Ne4,3
White,blunder,24,Ne5,24. Ne5,3
White,blunder,24,Qc2,24. Qc2,3
White,blunder,24,Qe3,24. Qe3,3
White,blunder,24,Qf3,24. Qf3,3
White,blunder,24,Rad1,24. Rad1,3
White,blunder,24,Rb1,24. Rb1,3
White,blunder,24,Rc1,24. Rc1,3
White,blunder,24,Rd1,24. Rd1,3
White,blunder,24,Re2,24. Re2,3
White,blunder,24,Rf2,24. Rf2,3
White,blunder,24,a5,24. a5,3
White,blunder,24,b3,24. b3,3
White,blunder,24,d5,24. d5,3
White,blunder,24,h3,24. h3,3
White,blunder,25,Nd5,25. Nd5,3
White,blunder,25,Qa4,25. Qa4,3
White,blunder,25,Qc3,25. Qc3,3
White,blunder,25,Qf4,25. Qf4,3
White,blunder,25,Qg4,25. Qg4,3
White,blunder,25,Ra1,25. Ra1,3
White,blunder,25,Re1,25. Re1,3
White,blunder,25,Rfe1,25. Rfe1,3
White,blunder,25,Rxa6,25. Rxa6,3
White,blunder,25,g4,25. g4,3
White,blunder,26,Bxc6,26. Bxc6,3
White,blunder,26,Nc5,26. Nc5,3
White,blunder,26,Nf3,26. Nf3,3
White,blunder,26,Qd3,26. Qd3,3
White,blunder,26,Qd7,26. Qd7,3
White,blunder,26,Qg3,26. Qg3,3
White,blunder,26,Ra7,26. Ra7,3
White,blunder,26,Rd4,26. Rd4,3
White,blunder,26,Re7,26. Re7,3
White,blunder,26,Rg1,26. Rg1,3
White,blunder,26,exf3,26. exf3,3
White,blunder,27,Bd4,27. Bd4,3
White,blunder,27,Bf4,27. Bf4,3
White,blunder,27,Bg2,27. Bg2,3
White,blunder,27,Ke2,27. Ke2,3
White,blunder,27,Kf2,27. Kf2,3
White,blunder,27,Kh1,27. Kh1,3
White,blunder,27,Nd5,27. Nd5,3
White,blunder,27,Nf4,27. Nf4,3
White,blunder,27,Qxa7,27. Qxa7,3
White,blunder,27,Re7,27. Re7,3
White,blunder,27,Rf1,27. Rf1,3
White,blunder,28,Kf1,28. Kf1,3
White,blunder,28,Kh2,28. Kh2,3
White,blunder,28,Ng5,28. Ng5,3
White,blunder,28,Rb1,28. Rb1,3
White,blunder,28,Rd5,28. Rd5,3
White,blunder,28,Rxd5,28. Rxd5,3
White,blunder,28,a5,28. a5,3
White,blunder,28,a6,28. a6,3
White,blunder,29,Kg1,29. Kg1,3
White,blunder,29,Kg2,29. Kg2,3
White,blunder,29,Ne5,29. Ne5,3
White,blunder,29,Rc1,29. Rc1,3
White,blunder,29,Rc7,29. Rc7,3
White,blunder,29,a7,29. a7,3
White,blunder,29,b6,29. b6,3
White,blunder,30,Bd5,30. Bd5,3
White,blunder,30,Kh1,30. Kh1,3
White,blunder,30,Ne6,30. Ne6,3
White,blunder,30,Qd5,30. Qd5,3
White,blunder,30,Qf3,30. Qf3,3
White,blunder,30,Qf4,30. Qf4,3
White,blunder,30,Qg5,30. Qg5,3
White,blunder,30,Ra1,30. Ra1,3
White,blunder,30,Rf1,30. Rf1,3
White,blunder,30,Rxg7+,30. Rxg7+,3
White,blunder,30,f4,30. f4,3
White,blunder,30,g3,30. g3,3
White,blunder,31,Kh1,31. Kh1,3
White,blunder,31,Kh2,31. Kh2,3
White,blunder,31,Re7,31. Re7,3
White,blunder,31,c5,31. c5,3
White,blunder,32,Kf3,32. Kf3,3
White,blunder,32,Kh2,32. Kh2,3
White,blunder,32,Kh4,32. Kh4,3
White,blunder,32,Qf4,32. Qf4,3
White,blunder,32,fxg3,32. fxg3,3
White,blunder,33,Ne5,33. Ne5,3
White,blunder,33,Qb3,33. Qb3,3
White,blunder,34,Ke3,34. Ke3,3
White,blunder,34,Kg1,34. Kg1,3
White,blunder,34,Qa4,34. Qa4,3
White,blunder,34,a5,34. a5,3
White,blunder,34,b6,34. b6,3
White,blunder,34,f3,34. f3,3
White,blunder,35,Ke2,35. Ke2,3
White,blunder,35,Kf3,35. Kf3,3
White,blunder,35,Rc1,35. Rc1,3
White,blunder,35,g3,35. g3,3
White,blunder,36,Ke1,36. Ke1,3
White,blunder,36,Kg2,36. Kg2,3
White,blunder,36,Kh2,36. Kh2,3
White,blunder,36,Kh3,36. Kh3,3
White,blunder,36,Rf1,36. Rf1,3
White,blunder,36,Rxd6,36. Rxd6,3
White,blunder,36,e5,36. e5,3
White,blunder,36,h4,36. h4,3
White,blunder,38,Kg1,38. Kg1,3
White,blunder,38,Kg2,38. Kg2,3
White,blunder,38,Kh1,38. Kh1,3
White,blunder,38,f3,38. f3,3
White,blunder,38,f4,38. f4,3
White,blunder,39,Rb1,39. Rb1,3
White,blunder,39,Rc1,39. Rc1,3
White,blunder,39,Re7,39. Re7,3
White,blunder,40,Kg2,40. Kg2,3
White,blunder,40,g4,40. g4,3
White,blunder,40,h3,40. h3,3
White,blunder,41,Rxd6,41. Rxd6,3
White,blunder,44,Kg4,44. Kg4,3
White,blunder,49,Kf1,49. Kf1,3
Black,blunder,2,Bxb4,2. Bxb4,2
Black,blunder,4,Qf6,4. Qf6,2
Black,blunder,4,d6,4. d6,2
Black,blunder,4,e6,4. e6,2
Black,blunder,5,Bf5,5. Bf5,2
Black,blunder,5,Bg4,5. Bg4,2
Black,blunder,5,Nb8,5. Nb8,2
Black,blunder,5,cxd4,5. cxd4,2
Black,blunder,5,e6,5. e6,2
Black,blunder,5,g6,5. g6,2
Black,blunder,6,Bb4+,6. Bb4+,2
Black,blunder,6,Be6,6. Be6,2
Black,blunder,6,Bxf2+,6. Bxf2+,2
Black,blunder,6,Nf5,6. Nf5,2
Black,blunder,6,Nxe4,6. Nxe4,2
Black,blunder,6,cxd4,6. cxd4,2
Black,blunder,6,e5,6. e5,2
Black,blunder,6,h6,6. h6,2
Black,blunder,7,Bc5,7. Bc5,2
Black,blunder,7,Bxf2+,7. Bxf2+,2
Black,blunder,7,Ne7,7. Ne7,2
Black,blunder,7,Nf5,7. Nf5,2
Black,blunder,7,Qxb2,7. Qxb2,2
Black,blunder,7,b6,7. b6,2
Black,blunder,7,dxe4,7. dxe4,2
Black,blunder,7,exd5,7. exd5,2
Black,blunder,8,Nf6,8. Nf6,2
Black,blunder,8,Nxe4,8. Nxe4,2
Black,blunder,8,Qh4,8. Qh4,2
Black,blunder,8,Qxc3+,8. Qxc3+,2
Black,blunder,8,b6,8. b6,2
Black,blunder,8,exd5,8. exd5,2
Black,blunder,8,gxf6,8. gxf6,2
Black,blunder,8,h5,8. h5,2
Black,blunder,9,Bh3,9. Bh3,2
Black,blunder,9,Nb4,9. Nb4,2
Black,blunder,9,Nc6,9. Nc6,2
Black,blunder,9,Nd4,9. Nd4,2
Black,blunder,9,Ng4,9. Ng4,2
Black,blunder,9,Nxd4,9. Nxd4,2
Black,blunder,9,Nxd5,9. Nxd5,2
Black,blunder,9,Nxe5,9. Nxe5,2
Black,blunder,9,Qb6,9. Qb6,2
Black,blunder,9,Qc5,9. Qc5,2
Black,blunder,9,Qc7,9. Qc7,2
Black,blunder,9,Qd8,9. Qd8,2
Black,blunder,9,Qe7,9. Qe7,2
Black,blunder,9,Qg6,9. Qg6,2
Black,blunder,9,cxd4,9. cxd4,2
Black,blunder,9,cxd5,9. cxd5,2
Black,blunder,9,exd5,9. exd5,2
Black,blunder,10,Bb4,10. Bb4,2
Black,blunder,10,Bb7,10. Bb7,2
Black,blunder,10,Bc5,10. Bc5,2
Black,blunder,10,Bh5,10. Bh5,2
Black,blunder,10,Na5,10. Na5,2
Black,blunder,10,Nb4,10. Nb4,2
Black,blunder,10,Ng4,10. Ng4,2
Black,blunder,10,Nxd4,10. Nxd4,2
Black,blunder,10,Qa5,10. Qa5,2
Black,blunder,10,Qb2,10. Qb2,2
Black,blunder,10,Qd7,10. Qd7,2
Black,blunder,10,Qxc3,10. Qxc3,2
Black,blunder,10,a6,10. a6,2
Black,blunder,10,cxd5,10. cxd5,2
Black,blunder,10,d4,10. d4,2
Black,blunder,10,d6,10. d6,2
Black,blunder,11,Bg5,11. Bg5,2
Black,blunder,11,Bxc3+,11. Bxc3+,2
Black,blunder,11,Bxe5,11. Bxe5,2
Black,blunder,11,Na5,11. Na5,2
Black,blunder,11,Nd3+,11. Nd3+,2
Black,blunder,11,Nd5,11. Nd5,2
Black,blunder,11,Nxc3,11. Nxc3,2
Black,blunder,11,Nxe5,11. Nxe5,2
Black,blunder,11,Nxg3,11. Nxg3,2
Black,blunder,11,Qb5,11. Qb5,2
Black,blunder,11,Qe7,11. Qe7,2
Black,blunder,11,Qe8,11. Qe8,2
Black,blunder,11,Qxe5,11. Qxe5,2
Black,blunder,11,a5,11. a5,2
Black,blunder,11,c5,11. c5,2
Black,blunder,11,cxd4,11. cxd4,2
Black,blunder,11,d4,11. d4,2
Black,blunder,11,d5,11. d5,2
Black,blunder,11,f5,11. f5,2
Black,blunder,11,g6,11. g6,2
Black,blunder,11,gxf6,11. gxf6,2
Black,blunder,12,Bc5,12. Bc5,2
